,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,-0.0700332,3.7356036e-05,0.014317591,0.0020030148,-0.021098705,0.079540856,-0.061948646,0.0027857772,-0.05484578,-0.059493054,-0.0037054538,-0.07969032,-0.028860293,-0.035227366,0.078096226,0.032067526,-0.0063852035,-0.010435775,0.008180322,-0.07030316,0.027082985,-0.03102974,-0.07376209,-0.076596014,-0.015734265,-0.003889027,0.08493205,0.05269222,0.006697742,-0.03295981,-0.047261115,-0.07286928,0.024583466,-0.0029766667,-0.07785787,0.07934285,-0.06267747,-0.05120038,0.08487685,-0.052789673,-0.048718102,-0.08077094,-0.0074863057,-0.082552545,-0.06676719,0.071759656,-0.01933843,0.02931542,0.06872318,-0.09800467,-0.05830316,-0.08231594,-0.081948586,0.06961471,0.066395454,0.030892415,0.016884958,0.0690798,0.04693583,-0.060131215,-0.077854045,-0.057479486,0.0644692,-0.03350419,-0.06650719,0.060795642,-0.030530734,-0.017055219,-0.06918332,0.02427437,0.024297537,-0.006334001,-0.02012635,0.021856358,0.0025770552,-0.06518958,-0.01959767,0.0672027,0.050354593,-0.023926694,-0.046100546,0.025716467,0.022648765,0.060202107,-0.070949286,0.029537095,-0.011658489,-0.0125632305,0.040888935,-0.028905492,-0.060151566,0.034291215,-0.08417568,0.07114557,-0.0132179,0.08246206,0.03480529,0.02474218,0.04887631,-0.03645888,-0.067704946,-0.021427622,0.081819266,-0.074732356,0.03469463,-0.032806415,0.052810695,-0.023216035,-0.01111495,-0.0228735,0.035643205,0.016301358,0.05550996,0.08500236,0.005064255,-0.040816583,-0.023547258,0.065632015,-0.019214923,0.030133285,-0.020952586,-0.007095778,-0.041840207,-0.0530007,0.07555109,-0.03979239,0.041516334,0.024559481,0.010192018
1,0.050076813,-0.044184934,0.030407684,-0.03295006,-0.044500202,-0.036882304,-0.064513,0.016076336,0.036746226,-0.041277274,-0.019938672,0.09397692,-0.043783925,-0.08402248,0.047677547,0.0024107795,0.0025986123,-0.013381583,0.014261316,0.11392553,0.07710962,0.04354247,0.08494371,0.007748485,-0.010721493,0.06628954,0.075369395,0.07420049,-0.08626684,0.071535945,0.023572117,-0.010374041,-0.034291923,0.049830183,0.014875961,0.046198785,0.0050622737,0.024446812,0.011650004,0.044374123,0.036293726,0.024176465,0.03376675,-0.0121916775,0.055614553,-0.012639038,0.06823965,0.09009188,0.15775613,0.1045161,0.16936356,0.0782867,0.0034750528,-0.024793983,0.023534633,0.04592569,0.05796285,0.038216963,0.042757288,-0.038391516,-0.018894497,0.013349397,0.036941484,-0.014587129,0.07819503,-0.02925551,0.07813318,-0.07715444,0.09448794,-0.06268936,0.08991863,0.030240363,-0.085161515,0.06841825,-0.02456901,-0.027270906,-0.0489632,0.035861902,0.057106692,-0.06977905,0.01801222,0.07791181,0.027655186,-0.018822126,-0.07137993,0.07812486,0.08438769,0.05374231,-0.03008526,-0.08212816,-0.048059124,0.07546714,0.081997186,0.013417572,-0.038107302,-0.024255412,0.09737835,-0.029681154,0.041747883,-0.022616554,0.09210319,-0.06003313,-0.058764584,0.04694259,-0.09987623,0.02046243,-0.016822113,0.13568412,0.07982526,0.023633232,-0.06350142,-0.029316055,0.052475415,-0.027018974,-0.013938332,0.012622531,0.06394632,0.016898394,0.036760885,0.032511957,0.070567526,0.005088234,-0.024453707,-0.036516175,0.0031356695,-0.0017799158,0.06958638,0.00053619716,0.06912937
2,-0.02549976,-0.007759164,-0.033284303,-0.039155796,-0.09617406,0.08426613,0.051268134,0.0020099306,-0.038123984,-0.08150746,0.0008904259,-0.01841257,0.00510675,-0.0267327,0.052363165,-0.07319591,-0.0044553564,0.030323427,-0.031081574,0.039012983,0.115930244,-0.001938999,0.008150816,-0.022498138,-0.051911622,-0.038126796,-0.0060667386,0.07727984,0.036910288,-0.000288963,-0.097347446,-0.06726132,-0.033383578,0.018717919,0.014689528,0.065388635,-0.041814227,-0.0824451,0.0794745,-0.050982025,-0.036300182,-0.0082034515,-0.031075837,-0.057660017,0.038564287,-0.051963396,0.060258478,0.045954484,0.16086516,0.06245442,0.15548836,0.07341521,-0.03841161,-0.004679367,0.033067953,0.078060515,0.058426272,-0.056784697,-0.016938541,0.023358282,-0.029709348,-0.009694291,0.041215375,0.088572256,-0.05987276,0.019839978,0.07812722,0.0014163493,0.079481326,0.014140249,0.012652564,0.06803082,0.019086506,0.015894359,-0.027899098,-0.031895835,-0.018581528,-0.07265766,0.0017879212,0.018443173,0.045222804,-0.079062484,-0.037619308,-0.05766453,0.015271113,-0.053198528,-0.017508175,-0.07789162,0.08793585,-0.07255243,0.03336139,-0.004365584,-0.086664714,0.06421523,-0.042147182,0.014106993,0.039764557,-0.020074038,0.07451308,1.6782773e-05,-0.07296345,0.045427766,0.07827353,-0.013541378,-0.027994875,0.042350788,0.076134995,0.028144723,-0.06436791,-0.034363274,0.056240853,-0.06606497,-0.072101526,-0.087920696,0.01494066,-0.017474959,-0.06833434,-0.04389756,-0.058667894,0.068465486,-0.051904842,0.0009873653,-0.0046493527,-0.030595057,0.007121443,-0.052858546,-0.057407733,0.08005104,0.022625776
3,0.044266414,-0.025160601,0.025928967,-0.02323037,0.04976485,0.045033347,-0.017297681,0.013274823,0.061472658,-0.0305849,-0.08225088,-0.028806888,-0.013769782,0.07962704,-0.053129677,-0.06688541,0.04619617,-0.049478777,0.028546825,-0.0731821,0.074341424,-0.0023447156,-0.07496386,-0.027055865,0.06940791,-0.053796794,0.005527453,-0.041903373,-0.032259155,-0.032302193,0.050464384,-0.07606022,-0.0058976924,0.0837264,0.068494536,-0.0642333,-0.056189444,0.05670428,0.028404387,0.047472056,0.043420296,-0.069980785,-0.07559421,0.022010196,0.026408019,-0.04540734,0.07918516,0.0033714075,0.036103502,-0.08355233,-0.01999248,-0.06960092,-0.02323386,0.023851987,-0.031494007,0.05715349,-0.054194566,0.07212747,-0.07469628,0.049004596,-0.028416218,0.034862176,0.028312251,0.0068732933,0.015009791,-0.017014222,-0.05661322,0.020517673,-0.035861988,-0.027259888,0.02521192,-0.08471117,0.026815718,0.029927563,-0.041147217,-0.011568969,0.050223034,0.057977144,0.07689938,0.030768408,-0.059224255,0.02150625,0.027328731,0.06386476,-0.028701566,0.0063426085,0.06408527,-0.08870921,0.0063818516,0.056406982,0.062036913,0.06268943,-0.033161584,-0.06894081,-0.06463867,0.05952896,-0.021614669,-0.065525584,0.063831314,0.048952095,0.012667011,0.04751395,0.053131375,-0.0058822623,-0.020171786,-0.04381644,-0.07729193,-0.048067033,0.06153799,0.004552217,-0.0082647065,-0.041951675,0.035236277,-0.028836487,0.018705202,0.07744858,-0.021633675,0.035750486,0.03152165,0.07925879,0.040897768,-0.061011918,0.007444393,0.0019488168,-0.066281825,-0.006279684,-0.06672327,0.05652045,0.03052851
4,-0.08550193,0.040020667,0.021181116,0.047195815,-0.09241115,0.026887553,-0.041539736,-0.007849002,0.00034487105,-0.020813538,0.025617873,-0.070267886,0.08301831,-0.0068514263,-0.029627142,0.006211981,0.021960385,0.069704935,0.06510349,-0.053849608,0.07935969,0.059176404,-0.009128401,-0.03273447,-0.08608482,0.014897718,0.017262857,-0.029568832,0.07146099,0.07043553,0.07690752,-0.018669885,0.07362975,0.008515133,0.06801306,-0.06595246,0.032912973,0.009811111,-0.075993165,0.005216515,0.06049055,-0.08724751,0.04506272,-0.037197128,-0.061993428,0.0013723536,0.04207061,-0.08448829,0.03236741,-0.019390687,-0.003821666,-0.08745145,0.033167507,0.013476044,-0.002405626,-0.053503755,0.07105864,0.0243486,0.013676822,-0.06635316,-0.032072626,-0.08566378,0.03278242,0.008869745,-0.08992833,-0.0006990025,-0.0011144438,-0.08962733,0.07043077,-0.08360035,-0.07758041,-0.010848472,0.08016908,-0.07609281,0.03615897,0.014374322,-0.047060438,0.071646206,0.04304685,0.07613261,-0.06988303,-0.04474759,0.06401355,0.053504653,0.0782656,0.042523973,-0.04513346,0.018998668,-0.0064158947,-0.0414636,-0.0215108,0.042912528,-0.05062187,0.05387391,0.07660803,0.02101932,0.055552375,-0.037521604,0.015840216,0.06283435,-0.028560411,-0.06971303,-0.07794514,-0.08642287,0.09086349,0.07645912,-0.07358469,-0.04508928,0.017608749,0.022065524,-0.037065435,-0.08101879,-0.057719853,0.07014176,-0.05759096,0.08448725,-0.08723433,-0.03114827,0.08483964,-0.011066732,-0.014758416,0.06880016,-0.0020179946,-0.022169685,-0.058220685,0.0030672916,0.05783331,0.020115808,0.07173404
5,0.009928863,-0.05277228,0.07206129,-0.069094025,0.066678,-0.052276105,-0.07881205,-0.009854304,0.04819255,0.0744531,-0.07045236,-0.08335885,-0.061118905,-0.025107522,0.008063956,0.014939589,0.06953774,0.020930689,0.055689532,-0.08027992,-0.07605706,0.060911257,0.076776534,-0.0137968175,-0.085615166,-0.05679599,-0.01695991,-0.0011348336,0.0076866774,0.043121956,0.029104829,0.014965825,-0.05590273,0.08068696,0.0067877346,-0.054920264,-0.030457994,-0.016758148,0.061387382,0.028247537,-0.00460061,-0.06760087,-0.057172522,-0.033233013,-0.084444985,0.06506038,-0.04529835,0.015811097,-0.02536909,0.016484616,-0.01662591,0.055206973,-0.08348255,0.0054620956,0.01617841,-0.07036719,0.012465627,0.035745107,-0.015194869,0.04479473,0.04428617,0.026099367,0.027001696,0.05692371,0.07976971,-0.05240937,-0.03374976,-0.026495012,-0.02804415,-0.0383516,0.05877799,0.012985364,-0.011722189,0.0063699386,0.00845536,0.015192174,0.08739272,-0.0072678835,0.02700103,-0.00858933,-0.028457703,-0.016489742,-0.01883331,-0.033179875,0.048848644,0.060262237,-0.042409513,-0.046337873,-0.05556791,-0.09075216,-0.06795914,-0.04937842,-0.057002597,0.083821416,-0.0066532535,-0.03723688,-0.09379879,-0.032109257,-0.086590566,0.039909676,-0.07821026,0.069828816,-0.004595728,0.08598879,-0.0063728215,0.051756117,0.066589475,-0.051070914,-0.008517997,-0.01883324,0.018445391,0.048463557,0.060385026,0.04882184,-0.032234874,0.05107023,-0.025579663,0.052475102,-0.07684825,0.050453044,-0.019787187,0.052202947,-0.025467116,0.021129563,0.022833373,0.06780364,0.0693834,0.05781408,0.049985364
6,0.004971941,0.0044816136,-0.07454965,-0.086014695,-0.017800111,0.073746316,0.0657656,-0.05466092,0.08033374,-0.043007556,-0.030277617,0.062869415,0.03042301,-0.061875537,0.021032836,0.020478174,0.032184068,-0.07978211,0.04890002,0.045793604,0.05188275,-0.021233093,-0.055680837,-0.0499814,-0.022119986,-0.07319157,-0.06777346,0.0083875945,-0.009429043,-0.016930075,-0.035083402,0.042796407,0.024462715,-0.0067392397,-0.046455853,0.015676022,-0.03143687,0.03909694,-0.029210987,0.080876134,-0.0025749432,-0.039120182,-0.06941587,-0.07996177,0.053053044,-0.025016863,0.09186941,-0.018050665,0.038227983,0.049216826,-0.04691696,-0.067997105,-0.01864643,0.008008831,-0.08298903,-0.08869239,-0.050377578,0.047381606,-0.06945804,-0.06866584,0.060250796,0.00023242076,0.04141135,0.08338707,0.064044684,0.07632553,-0.029735802,0.07610096,0.05554769,0.00816178,-0.06976416,0.0046932567,-0.025712369,0.008537532,0.062184934,0.015772998,-0.017843215,0.005479921,0.026826968,0.079324,0.017321331,-0.057442352,0.0066753183,-0.055660613,0.059440214,0.0457615,-0.06362014,-0.010369031,-0.05834818,-0.05596415,-0.015752846,-0.08654799,0.026073102,0.012251973,-0.037149243,0.042945728,0.037586432,0.02470934,0.058912534,0.024893817,0.07331348,-0.06153915,0.034271535,0.07101888,-0.009156746,0.056501664,-0.051319785,0.076011755,0.07208692,-0.041146837,-0.096451916,-0.0031215441,0.027182097,0.06536277,-0.08245477,-0.020601464,-0.08339183,0.050208893,-0.039793145,0.05730051,0.06467357,0.054861315,0.02475145,0.05276382,0.07627265,-0.0018903167,0.04575268,0.040049735,0.026907166
7,-0.021987436,0.03471855,0.07433193,0.067939416,-0.09315829,0.022338588,0.0031492524,0.08519574,0.07620485,-0.04476586,0.037915107,-0.041887935,-0.08282706,-0.009675819,-0.07441115,0.057634745,0.083428726,0.0724986,0.01641273,0.07121098,0.07109307,0.100318015,-0.045564353,0.061063744,-0.009517172,-0.06822344,-0.0012293576,0.040113144,0.07018463,0.0035011682,-0.013043152,0.053089913,0.025632553,0.022499,-0.011747499,-0.03549476,0.047858816,-0.060329203,0.04838876,-0.08692998,0.079235636,0.042315383,0.023360409,0.086575806,0.040059168,-0.016388487,-0.023230415,0.06913492,0.045430586,0.10121865,0.13090943,0.0477025,-0.07397437,0.07109252,-0.05266228,-0.08032556,0.03601412,-0.06574398,-0.00036466142,0.01675705,-0.04757534,-0.037928157,0.021123966,-0.013037883,-0.04603313,-0.0029740585,-0.08444548,-0.026843034,-0.028334446,0.049656916,-0.016997837,0.07455843,0.068873115,0.08293962,0.013033461,-0.08370443,0.011326259,-0.016363714,0.013347504,0.078763604,-0.05188742,0.017988676,0.08802159,-0.022267956,-0.0009177625,0.015029198,0.07962606,-0.07463504,-0.06688377,0.062103074,-0.037370063,0.08571706,0.0023578273,-0.08281699,-0.011202801,-0.03533159,-0.07742996,0.039145,-0.078847416,0.046532687,-0.060727358,-0.083588526,0.08403997,0.028627222,-0.11395414,-0.054645002,-0.03701023,-0.008777515,-0.013004455,0.040249933,0.07458329,-0.042857196,0.001552017,0.0394195,0.010147263,-0.053450283,-7.268337e-05,0.043057267,0.05043224,-0.022400426,0.100546576,0.028495807,0.076635525,0.06650493,0.06360531,0.007292726,0.06553257,-0.04373806,-0.08350637
8,-0.08403332,0.049614947,0.010840176,-0.04320494,-0.08100879,-0.0013807651,-0.005646916,0.07381966,0.051730335,0.01911391,-0.0028276697,-0.0025414727,-0.076327786,-0.023346554,-0.046627782,-0.0613223,-0.028488861,-0.032076567,0.017272392,0.009897565,-0.010921694,-0.0003455038,-0.021060394,0.028144244,-0.063390814,0.011550872,0.07617495,-0.08221383,-0.07600187,0.021496639,0.039017767,-0.08638221,-0.07714891,0.014227238,-0.038052727,0.057596732,-0.05801987,-0.066421725,-0.011448935,-0.011995992,0.079557344,0.073636204,-0.08215837,-0.06114575,0.031833958,0.039267346,0.064265296,-0.046703607,0.01084713,-0.014908053,-0.067213535,0.05036861,-0.07930247,0.08155825,-0.08561074,-0.026128747,0.038432237,-0.027869442,0.055871654,-0.058083296,0.07691184,0.033261675,-0.06707212,0.07545385,-0.024057714,-0.07918292,-0.06514929,0.06659825,-0.07988268,-0.04166973,-0.012817083,-0.036412675,-0.05841436,-0.014231532,0.0070038065,0.027237257,0.07157831,0.024479996,-0.009770331,0.07716336,-0.08673039,-0.06839728,-0.012209242,-0.056416877,-0.025665015,0.065385655,-0.04802957,-0.082708135,-0.019287607,0.0005679925,-0.027129866,-0.010656549,-0.015663743,0.06723423,-0.07267854,0.011768967,-0.020730803,0.00023427134,-0.021600608,-0.061438885,-0.08629657,0.017065896,-0.048635665,-0.08326114,0.035651285,-0.059029564,0.07255296,0.067109264,-0.085322484,0.025467237,-0.057766538,0.05805091,0.027808176,0.023885548,-0.03764837,0.035497673,0.04106714,-0.028546447,-0.069150195,0.053568006,-0.026064232,0.060351025,-0.012206596,0.06566043,0.03631161,0.04130002,0.051946174,-0.016623758,-0.05494631
9,-0.009107241,-0.08723708,-0.022267712,-0.006158115,-0.03657851,0.013563048,0.08158956,0.07698137,-0.0868841,-0.052691482,0.0041723764,0.010702256,-0.062347192,-0.074700974,-0.06299283,0.008373178,-0.06117325,-0.04550717,0.05753516,0.05806668,0.017756479,-0.05849605,-0.03800663,-0.038314138,0.052315064,-0.04082011,0.06320861,0.03129588,-0.037789226,0.041550174,-0.0036437938,-0.01614869,-0.059050184,-0.020958265,0.028297504,-0.072938114,-0.0010753336,0.08154939,0.04811022,-0.037528373,-0.074811555,-0.016533079,-0.0745674,-0.0021954724,-0.020765148,-0.07018422,-0.04811758,-0.00065264956,0.007864518,0.05630133,-0.02111778,0.042096715,-0.04112975,-0.046892043,-0.084042415,-0.060719486,0.017906869,0.03816018,-0.004325818,-0.021158384,-0.050653927,0.047115915,0.05080426,-0.035837777,0.08040214,-0.01297626,-0.040691033,-0.01231612,-0.054873977,-0.054498628,-0.06346453,-0.037096594,-0.030974288,0.083371185,-0.07741751,-0.03770354,0.031090725,-0.061197273,0.035588156,-0.039146267,0.04832644,-0.017894845,-0.06124626,-0.069283545,0.02031256,0.043010473,0.018580798,-0.010220644,-0.060378447,-0.078018315,-0.048700735,-0.030784909,0.084380545,-0.05833224,0.05167586,-0.00066591677,-0.08273285,-0.060086314,0.07254858,0.04131488,-0.037868086,-0.041182153,0.07040528,-0.03654022,0.016742606,-0.041344628,0.047948148,-0.07081212,0.06604794,-0.007228795,-0.028872585,0.007061616,0.026484894,0.032113012,-0.05760701,0.08142482,0.020692466,0.0801901,-0.06185465,-0.018842215,-0.061133377,-0.067614175,-0.08583608,-0.042911522,-0.02296947,0.027299153,-0.032769676,-0.037965663,0.06393845
